0.5475168,0.079812974,0.3122263,0.5833434,0.5987788,0.12981847
0.48280674,0.03562978,0.26987717,0.6145873,0.591904,0.066370994
0.38849595,0.007523507,0.19722292,0.6677669,0.5898173,0.01827386
0.74159425,0.8872136,0.5760673,0.39426762,0.55038935,0.8902714
0.81715506,0.99830997,0.80696774,0.23907116,0.45152465,0.9971299
0.7528033,0.9386716,0.6225022,0.3721795,0.5381417,0.93294203
0.34131074,0.47379038,0.5467336,0.5296139,0.4361146,0.40151444
0.6724189,0.7077869,0.5319474,0.46491924,0.5677049,0.70073676
0.62010086,0.9752401,0.6873603,0.3169281,0.39967018,0.9711579
0.63420844,0.84308827,0.5827491,0.42057157,0.50523055,0.83166265
0.6170171,0.85918486,0.5999011,0.42087594,0.49544463,0.838635
0.33803225,0.7464329,0.6250924,0.47758153,0.38976166,0.65190357
0.40486923,0.3145594,0.47338945,0.54331905,0.48525238,0.3074336
0.29452994,0.23546842,0.4735091,0.5661962,0.43875393,0.21732786
0.7348682,0.997962,0.8185921,0.2531783,0.40363085,0.99602807
0.6599777,0.68878394,0.53163475,0.47219664,0.56647915,0.6761982
0.5231503,0.26204646,0.42345095,0.5425168,0.55007094,0.29713804
0.3557992,0.5164772,0.55811787,0.52486616,0.44066188,0.43457973
0.61079335,0.7361601,0.5582039,0.46376562,0.5301383,0.7089052
0.6168698,0.9328654,0.6560092,0.39016557,0.46740404,0.9111282
0.847687,0.99239415,0.6854652,0.25050434,0.4947876,0.99323815
0.7244276,0.9876027,0.70683295,0.2877249,0.43379048,0.9857035
0.72030306,0.9043311,0.60082513,0.39453024,0.53589416,0.89731926
0.3660819,0.43520012,0.5237029,0.52863467,0.44993052,0.38855684
0.35980353,0.32671547,0.48836547,0.54366064,0.45936516,0.3064888
0.59999025,0.8536955,0.60109305,0.42388278,0.4883247,0.83046746
0.5772251,0.86069894,0.6131711,0.4259625,0.47730005,0.830039
0.3490925,0.35260335,0.50383115,0.5441688,0.45345917,0.31662297
0.6465539,0.7388223,0.5537991,0.46452725,0.55177665,0.71400905
0.71135366,0.9069481,0.60117596,0.38975883,0.5254442,0.9017973
0.29521045,0.420946,0.54317,0.54049486,0.416884,0.34729517
0.61300206,0.623386,0.5082075,0.4721993,0.5387168,0.6356234
0.57021874,0.60438097,0.5262575,0.4914213,0.5314163,0.5818554
0.63136417,0.74917173,0.5623362,0.46421018,0.5425289,0.718059
0.40589887,0.76519954,0.61160785,0.46479565,0.4174145,0.69632566
0.80191314,0.98822814,0.7073668,0.29922262,0.5051715,0.98543787
0.6025298,0.6429723,0.53195506,0.48463547,0.54372406,0.6202569
0.4056894,0.7745032,0.61057675,0.4578372,0.41128367,0.7137515
0.5241276,0.9431354,0.6893523,0.39147887,0.41713607,0.9126642
0.36957866,0.40519017,0.5108001,0.53013504,0.45326376,0.37143385
0.44970775,0.29611424,0.4549682,0.54260385,0.5098237,0.3054021
0.713217,0.8807428,0.58385646,0.4026479,0.53850496,0.87733346
0.43839628,0.10350844,0.3529413,0.5781007,0.5350081,0.1440736
0.5771278,0.18486229,0.37721178,0.5539319,0.5894032,0.24064976
0.4463142,0.29807884,0.45666477,0.5426578,0.50798637,0.3058664
0.58266306,0.66887003,0.5490879,0.48543718,0.5332072,0.62938774
0.7752236,0.98204076,0.65746933,0.28525496,0.4680153,0.9838431
0.7169612,0.906937,0.60078704,0.39054158,0.52994263,0.90157866
0.5961207,0.67111295,0.5458297,0.48346746,0.53908616,0.6363642
0.29115066,0.24051055,0.47761473,0.5664829,0.43680635,0.21889809
0.29104835,0.43583003,0.55011034,0.539826,0.41363752,0.35488105
0.2676513,0.3580977,0.52950525,0.55024046,0.4070571,0.29576916
0.50549936,0.8244001,0.609194,0.43945953,0.44971994,0.78383625
0.7371857,0.89356387,0.58038044,0.3905842,0.54389125,0.8960999
0.62854004,0.68257254,0.54018223,0.4779509,0.5528926,0.65767395
0.35671005,0.5271303,0.5604936,0.5226844,0.43930197,0.44449162
0.62965184,0.7583357,0.5732732,0.4695022,0.5462232,0.71410525
0.47498098,0.31097066,0.45868674,0.5429855,0.5241727,0.31581908
0.39979756,0.52704054,0.546881,0.5170374,0.4593161,0.46305057
0.69008905,0.647761,0.50325364,0.4705147,0.5834355,0.66316324
0.33176926,0.19329861,0.44008234,0.56814504,0.4640419,0.1981177
0.35685194,0.172647,0.42600584,0.57404053,0.48458105,0.18239588
0.657753,0.83185434,0.5673171,0.41859177,0.51756996,0.8303658
0.7252248,0.9029598,0.59479344,0.3912511,0.5362179,0.89950323
0.28065217,0.2879305,0.49561384,0.5550857,0.4198959,0.25708437
0.5674381,0.89127505,0.6369333,0.41816384,0.46483827,0.8567935
0.38280556,0.35682768,0.49926952,0.5439592,0.4731841,0.32402432
0.37892497,0.6912362,0.58762735,0.47673535,0.4124876,0.62783134
0.2587976,0.32836658,0.52208066,0.55546683,0.40547562,0.27188116
0.30804276,0.78673023,0.6505439,0.47388887,0.3689522,0.6793946
0.4200762,0.7854911,0.6118811,0.45469454,0.41650653,0.727407
0.48288694,0.7337818,0.5818327,0.4663319,0.46106413,0.68591833
0.72502595,0.89018536,0.5771075,0.38851354,0.5334925,0.89518523
0.33995545,0.744565,0.6193796,0.47298548,0.38699496,0.6595757
0.64289916,0.6182635,0.50038624,0.47245303,0.5563982,0.6372384
0.56215936,0.22210446,0.4000888,0.5496383,0.57756203,0.2677678
